ベートーベンの三大ピアノソナタに数えられる3つとは、第8番『悲愴』、第14番『月光』と第23番の何でしょう？,熱情,66
「人生楽ありゃ苦もあるさ」という歌い出しで始まる、ドラマ『水戸黄門』の主題歌といえば何でしょう？,ああ人生に涙あり,33663633
「序奏と獅子王の行進曲」から「終曲」までの14部からなる、サン＝サーンスのピアノ組曲は何でしょう？,動物の謝肉祭,663666
ピアノ曲『謝肉祭』を作曲したのはシューマンですが、序曲『ローマの謝肉祭』を作曲したフランスの作曲家は誰でしょう？,エクトル・ベルリオーズ,44444444444
ピアノ曲『謝肉祭』を作曲したのはシューマンですが、組曲『動物の謝肉祭』を作曲したフランスの作曲家は誰でしょう？,カミーユ・サン＝サーンス,444444454444
「春は名のみの風の寒さや」という歌い出しで始まる、吉丸一昌作詞・中田章作曲の唱歌は何でしょう？,早春賦,666
「あめあめ ふれふれ かあさんが」の歌い出しで始まる、北原白秋が作詞、中山晋平が作曲した童謡は何でしょう？,あめふり,3333
オリコンチャートで記念すべき第1回の1位を獲得した、1966年に発売された黒沢明とロス・プリモスの曲は何でしょう？,ラブユー東京,444466
「第1回日本レコード大賞」のレコード大賞に選ばれた水原弘の曲は何でしょう？,黒い花びら,63633
姉は元乃木坂46の中元日芽香である、女性メタルダンスユニット「BABYMETAL」でボーカルを務めるメンバーは誰でしょう？,SU-METAL,22522222
高橋みなみから受け継ぎ、現在AKB48グループ2代目総監督を務めているAKB48メンバーは誰でしょう？,横山由依,6666
タンバリンに取り付けられている小さいシンバルのようなものを何というでしょう？,ジングル,4444
童謡『背くらべ』の歌詞で、柱の傷はいつの5月5日に付けられた傷と歌われているでしょう？,おととし,3333
童謡『背くらべ』の歌詞で、兄さんが背のたけを計りながら食べているものは何でしょう？,ちまき,333
1877年にアメリカの発明家・エジソンが世界で初めてレコードに録音したとされる、アメリカ発祥の有名な童謡の邦題は何でしょう？,メリーさんの羊,4443336
かつては「コダック・シアター」と呼ばれていた、毎年アカデミー賞の授賞式が行われるアメリカ・ハリウッドの劇場は何でしょう？,ドルビー・シアター,444444444
鈴木楽器では「メロディオン」、東海楽器とヤマハでは「ピアニカ」の名前で販売している、幼稚園などの音楽教育に欠かせない楽器は何でしょう？,鍵盤ハーモニカ,6644444
そのファンの愛称を「ガオラー」という、2014年にシングル『放課後ハイファイブ』でメジャーデビューした、「リトグリ」の愛称で知られるボーカルグループは何でしょう？,リトル・グリー・モンスター,4444444444444
1951年9月7日にこの曲が初放映されたことにちなみ毎年9月7日が「CMソングの日」と定められた、三木鶏郎が作詞作曲、灰田勝彦が歌い、小西六写真工業のラジオCMに使われた、日本のCMソング第1号とされる歌は何でしょう？,僕はアマチュアカメラマン,634444444444
妻は女優の国分佐智子、兄は9代目林家正蔵で、前名を林家いっ平といった、2016年から人気番組『笑点』のレギュラーを務めている落語家は誰でしょう？,林家三平,6666
リオデジャネイロにある国際空港の名前にもなっている人物で、『デサフィナード』『イパネマの娘』などの楽曲を作曲し、「ボサノヴァの父」と称されたブラジルの作曲家は誰でしょう？,アントニオ・カルロス・ジョビン,444444444444444
アイルランドの作曲家ジョン・フィールドによって創始された、日本語では「夜想曲」と呼ばれるピアノ曲の形式を英語で何というでしょう？,ノクターン,44444
ポンプを動かす際にあらかじめ入れておく水を何というでしょう？,呼び水,636
砂利に石灰とにがりを混ぜて作ったことから漢字では「三和土」と書く、セメントや土で固めた日本家屋の土間を何というでしょう？,たたき,333
1991年にジョン・バードらによってイギリスで創刊され世界各国に広まった、ホームレスに販売を委託しその社会復帰を支援していることを特徴とする雑誌は何でしょう？,ビッグイシュー,4444444
野菜の中でも、スイカ・メロン・イチゴなど一般に果物と思われることが多いものを、農林水産省では何野菜と分類しているでしょう？,果実的野菜,66666
ピュリッツァー賞の授賞式が行われるアメリカの大学はどこでしょう？,コロンビア大学,4444466
イグノーベル賞の授賞式が行われるアメリカの大学はどこでしょう？,ハーバード大学,4444466
一般的な巻き寿司で、「鉄火巻き」はマグロを使いますが、「鉄砲巻き」は何をネタに使うものでしょう？,かんぴょう,33333
ハリー・ベイカーによって考案され、その食感が絹のように軽く柔らかいことから名が付いたスポンジケーキの一種は何でしょう？,シフォンケーキ,4444444
映画『自由学校』がヒットしたことから大映の松山英夫が命名した、4月末から5月初めにかけての大型連休を何というでしょう？,ゴールデンウィーク,444444444
日本ではミカドコーヒー軽井沢店が「食べるコーヒー」として売り出したのが始まりとされる、冷たいデザートは何でしょう？,コーヒーゼリー,4444444
パズルの1つ「数独」は何という言葉の略でしょう？,数字は独身に限る,66366363
自動車のフットブレーキを多用したことで、ブレーキ系統内に気泡が発生してブレーキの効きが悪くなる現象を英語で何現象というでしょう？,ベーパーロック現象,444444466
俗に「ハネムーンサラダ」といえば、何の野菜だけで作られたサラダのことでしょう？,レタス,444
芥川賞受賞作が掲載される雑誌は『文藝春秋』ですが、直木賞受賞作が掲載される雑誌は何でしょう？,オール讀物,44466
元々は律令時代の日本で最下級の家のことを指していた、酒がまったく飲めない人のことを何というでしょう？,下戸,66
洋菓子職人のパティシエの中でも、特にアイスクリームなどの冷菓を専門とする職人のことをフランス語で何というでしょう？,グラシエ,4444
洋菓子職人のパティシエの中でも、特に飴細工や砂糖菓子、ジャムを専門とする職人のことをフランス語で何というでしょう？,コンフィズール,4444444
キイチゴのことを、英語ではラズベリーといいますが、フランス語では何というでしょう？,フランボワーズ,4444444
競馬の日本ダービーの第1回の会場となった、かつて東京にあった競馬場は何競馬場でしょう？,目黒競馬場,66666
長寿のお祝いで、「皇寿」といえば数え年で何歳のお祝いのことでしょう？,111歳,0006
日本の年齢で、一般的に「初老」と呼ばれるのは満何歳を迎えた時からでしょう？,40歳,006
日本に現在ある勲章のうち、授与対象を女性のみに限定している唯一の勲章は何でしょう？,宝冠章,666
フランス語で「塗り絵」という意味がある、日本の女性の間でも癒し効果があるとしてブームになったフランス発祥の大人向けの塗り絵を何というでしょう？,コロリアージュ,4444444
タロットカードの大アルカナで、教皇のカード番号は5番ですが、女教皇のカード番号は何番でしょう？,2番,06
直木賞受賞作で、白石一文の受賞作は『ほかならぬ人へ』でしたが、白石一文の父・白石一郎の受賞作は何だったでしょう？,海狼伝,666
芥川賞を受賞した作品で、又吉直樹の受賞作は『火花』ですが、又吉栄喜の受賞作は何でしょう？,豚の報い,6363
『不死なる者の祭典』『罠の女』とともにニコポル三部作に数えられるフランスの漫画家エンキ・ビラルの作品で、その作中で描かれた架空のスポーツ「チェスボクシング」が実際に競技化されていることで知られるのは何でしょう？,冷たい赤道,63366
自動車を保管する場所は車庫といいますが、航空機をしまい入れて置く場所は何庫というでしょう？,格納庫,666
レンタカーやレンタサイクルを、借りた場所ではない別の場所で返すことを一般に何というでしょう？,乗り捨て,6363
NTTの3桁電話番号サービスで、「災害用伝言ダイヤル」にかける場合の番号は何番でしょう？,171,000
生理用品の「ソフィ」や紙おむつの「ムーニー」などの主力ブランドで知られる、日本の大手衛生用品メーカーはどこでしょう？,ユニ・チャーム株式会社,44444446666
首に赤いリボンを付けた黄色い熊をマスコットとする、世界100ヶ国以上でグミを販売しているドイツの世界的製菓会社は何でしょう？,ハリボー,4444
ディズニーアニメ『ミッキーの陽気な囚人』でデビューした、ミッキーマウスのペットの犬の名前は何でしょう？,プルート,4444
米料理で、リゾットはイタリア料理ですが、ピラフは元々どこの国の料理だったでしょう？,トルコ,444
主に切手の収集家が切手を一時的に保管するために使う、切手用のポケットのついたアルバム状の冊子のことを英語で何というでしょう？,ストックブック,4444444
じゃがいもの品種「男爵いも」の由来になった日本の実業家は誰でしょう？,川田龍吉,6666
「自由が丘の駅で大井町線から降りると」という書き出しで始まる、いわさきちひろの表紙絵および挿絵も印象的な、黒柳徹子の自伝的エッセイは何でしょう？,窓ぎわのトットちゃん,6333444333
アンデルセンの童話『親指姫』で、親指姫が生まれた花の種類は何でしょう？,チューリップ,444444
日本の競馬において「大差勝ち」とは、2着の馬に何馬身を超える差を付けて勝つことをいうでしょう？,10馬身,0066
長年使用して硬くなった布団の中の古い綿を機械でほぐして汚れを取り除き、新品のような弾力のある状態に戻すという布団のリフォーム作業のことを何というでしょう？,打ち直し,6363
チェスの駒で、クイーンとともにメジャーピースに数えられ、将棋の「飛車」と同じ動きをするのは何でしょう？,ルーク,444
チェスの駒で、将棋の「角行」と同じ動きをするのは何でしょう？,ビショップ,44444
日本の競馬で「古馬」と呼ばれるのは何歳以上の馬でしょう？,4歳,06
その名前はイタリア語で「まじめな」という意味がある、「ザ・ダイソー」に次ぎ業界第2位である、岐阜県大垣市に本社を置く100円ショップチェーンは何でしょう？,Seria,21111
群馬県伊勢崎市に本社を置く即席麺を主力とする企業で、主な商品にカップ焼きそばの「ペヤング」シリーズがあるのは何でしょう？,まるか食品株式会社,333666666
若いカップルには2人で1つのものを仲良く食べて欲しいという願いから「ペア」と「ヤング」を合成してその名が付いた、まるか食品から販売されているカップ焼きそばのブランドは何でしょう？,ペヤング,4444
一般に「色の三要素」とは、明度、彩度とあと1つは何でしょう？,色相,66
ことわざ「年寄りの冷や水」の「冷や水」とは、東京都を流れるどこの川の水を指すでしょう？,隅田川,666
チェスの駒で、初手に動かせるのはポーンと何でしょう？,ナイト,444
「文庫本サイズ」という時の用紙サイズは何でしょう？,A6,20
2027年開業予定のリニア中央新幹線で使用する新型車両は何系でしょう？,L0系,206
父・ダイオライト、母・フリッパンシーから誕生した競走馬で、1941年に小西喜蔵騎手のもと日本中央競馬史上初の三冠馬となったのは何でしょう？,セントライト,444444
フランス語で「鐘」という意味がある、主に西洋料理の食べ物の鮮度を保つためにかぶせる金属製の釣鐘型のフタを何というでしょう？,クロッシュ,44444
史上初の囲碁七冠を達成し、2018年に国民栄誉賞を受賞した日本の囲碁棋士は誰でしょう？,井山裕太,6666
日本でパチンコ玉の直径は何mmでなければならないと規定されているでしょう？,11mm,0011
本名をフナディウス4世という、千葉県船橋市の非公式キャラクターとして一世を風靡した梨の妖精を通称何というでしょう？,ふなっしー,33334
通販会社「ジャパネットたかた」のCMに登場する、創業者である高田明をイメージして作られたマスコットキャラクターの名前は何でしょう？,ミスターJ,44442
子供用雑貨専門店・西松屋の「ミミちゃん」とは何の動物をモチーフとしたマスコットキャラクターでしょう？,ウサギ,444
玩具大型量販店「トイザらス」のマスコット「ジェフリー」はどんな動物をモチーフにしたキャラクターでしょう？,キリン,444
玩具大型量販店「トイザらス」の英語表記のロゴマークで唯一左右逆になっているアルファベットは何でしょう？,R,2
焼いたうなぎを細切りにして、刻んだキュウリとともに三杯酢で和えた料理を何というでしょう？,うざく,333
数字選択式宝くじの1つ「ミニロト」で選べる数字は1からいくつまででしょう？,31,00
数字選択式宝くじの1つ「ロト6」で選べる数字は1からいくつまででしょう？,43,00
数字選択式宝くじの1つ「ロト7」で選べる数字は1からいくつまででしょう？,37,00
主なブランドに「イタリアンフルーツ」や「ベッキオホワイト」などがある、イタリアを代表する陶磁器メーカーは何でしょう？,リチャード＝ジノリ,444445444
イギリスの博物学者・ダーウィンの祖父にあたる人物で、イギリスを代表する陶磁器メーカーの創立者といえば誰でしょう？,ジョサイア・ウェッジウッド,4444444444444
映画『となりのトトロ』のオープニング曲『さんぽ』の作詞も手掛けている、実妹の画家・山脇百合子と共同で出版した絵本『ぐりとぐら』シリーズで知られる児童文学作家は誰でしょう？,中川李枝子,66666
パソコンの入力装置・マウスに搭載される、主に画面を上下にスクロールする際に回転させる円盤状の入力装置を何というでしょう？,ホイール,4444
別名を「レスト」という、ビリヤードで手玉が届きにくい場所にある時に用いる補助道具を何というでしょう？,メカニカルブリッジ,444444444
日本に2つあるサンリオキャラクターのテーマパークとは、東京都にあるサンリオピューロランドと、大分県にある何でしょう？,ハーモニーランド,44444444
フランス語で「4つの夢」という意味がある、宝塚歌劇団公式グッズを販売する店の名前は何でしょう？,キャトルレーヴ,4444444
パリの菓子店「ラデュレ」のピエール・デフォンテーヌによって考案された、卵白・砂糖・アーモンドパウダーなどを原料とする生地を焼き、クリームなどを挟んで2枚重ねにしたカラフルな洋菓子を日本では一般に何と呼ぶでしょう？,マカロン,4444
「紅茶のシャンパン」ともいわれる、中国の祁門、スリランカのウバとともに「世界三大銘茶」に数えられるインド産の紅茶は何でしょう？,ダージリン,44444
「世界三大ブルーチーズ」に数えられる3つとは、イタリアのゴルゴンゾーラ、フランスのロックフォールとイギリスの何でしょう？,スティルトン,444444
「世界三大ブルーチーズ」に数えられる3つとは、イタリアのゴルゴンゾーラ、イギリスのスティルトンとフランスの何でしょう？,ロックフォール,4444444
「インデックスリング」とは、手のどの指にはめる指輪のことでしょう？,人差し指,6636
日本中央競馬会が運営する「栗東トレーニングセンター」はどこの都道府県にあるでしょう？,滋賀県,666
日本中央競馬会が運営する「美浦トレーニングセンター」はどこの都道府県にあるでしょう？,茨城県,666
インドなどで食べられる平焼きパンのうち、主に全粒粉を原料に、生地を発酵させずに鉄板などで焼くものを一般に何というでしょう？,チャパティ,44444
2013年に第1号となる銀座4丁目店がオープンした、立ち食いスタイルを特徴とする、ペッパーフードサービスが運営しているステーキ専門飲食店チェーンは何でしょう？,いきなり！ステーキ,333354444
元々は女性が再び嫁入りすることを指す言葉で、転じて自分の責任を他の人に押し付けることを何というでしょう？,転嫁,66
日本の民法第725条が規定する「親族」とは、六親等内の血族、三親等内の姻族と何と規定されているでしょう？,配偶者,666
別名を「ワトリング島」という、1492年にコロンブスが大西洋を横断して最初に上陸した西インド諸島の島はどこでしょう？,サン・サルバドル島,444444446
現在日本で発行されている一円硬貨に若葉の葉は何枚描かれているでしょう？,8枚,06
現在日本で発行されている一円硬貨の直径は何mmでしょう？,20ミリ,0044
スカンジナビア航空、ルフトハンザ航空、全日空などが加盟している、世界三大航空連合の1つは何でしょう？,スター・アライアンス,4444444444
エールフランス、デルタ航空、大韓航空などが加盟している、世界三大航空連合の1つは何でしょう？,スカイチーム,444444
アメリカン航空、カンタス航空、日本航空などが加盟している、世界三大航空連合の1つは何でしょう？,ワン・ワールド,4444444
日本からはバニラエアが加盟している、2016年に設立された格安航空会社による航空連合は何でしょう？,バリューアライアンス,4444444444
国連総会などの決議はこの方式で行われている、投票を行わずに異議のないことを議長が確認することで意思決定する会議の方式を何方式というでしょう？,コンセンサス方式,44444466
ユネスコの世界遺産センターに推薦された文化遺産候補の調査を専門に行うNGO団体「国際記念物遺跡会議」をアルファベット6文字で何というでしょう？,ICOMOS,222222
2001年に日本で初めてユネスコ無形文化遺産に登録された伝統芸能は何でしょう？,能楽,66
炭鉱の様子を描いた絵を数多く残し、それらの作品が2011年に日本初のユネスコの世界記憶遺産に登録された福岡県出身の元炭鉱労働者は誰でしょう？,山本作兵衛,66666
2013年に世界記憶遺産に登録された、平安時代の公卿・藤原道長が33歳から56歳までのことを綴った日記を何というでしょう？,御堂関白記,66666
1999年から2009年まで第8代ユネスコ事務局長を務めた、歴代事務局長で唯一の日本人は誰でしょう？,松浦晃一郎,66666
日本の民法第733条で、女性の再婚禁止期間は原則として前婚の解消または取消しの日から何日間と定められているでしょう？,100日間,00066
イースター島にある石像「モアイ像」の頭に乗っかっている帽子のような石を何というでしょう？,プカオ,444
栃木県宇都宮市の市名の由来である、旧下野国の一宮とされた宇都宮市の神社は何神社でしょう？,二荒山神社,66666
日本が現在製造・発行している4種類の紙幣の縦の長さはすべて何㎜でしょう？,76mm,0011
平安時代の僧の諡で、空海といえば弘法大師ですが、最澄といえば何大師でしょう？,伝教大師,6666
弟は同じく総理大臣経験がある佐藤栄作である、「昭和の妖怪」と称された日本の第56・57代内閣総理大臣といえば誰でしょう？,岸信介,666
カロンビーチやパトンビーチといった砂浜があり、そのあまりの美しさから「アンダマンの真珠」と称されるタイ最大の島といえば何でしょう？,プーケット島,444446
タイに属する島ではプーケット島・チャーン島に次ぐ面積を持つ、ココナッツの木を多く栽培していることから「ココナッツ・アイランド」と称される島はどこでしょう？,サムイ島,4446
日本の大学で、亜細亜大学が本部を置く都道府県は東京都ですが、ノースアジア大学が本部を置く都道府県はどこでしょう？,秋田県,666
通常の記者会見とは異なり、主に記者が移動する取材対象者を追いかけながら行う取材形式を何取材というでしょう？,ぶら下がり取材,3363366
超高層ビルの別称「摩天楼」は、元々何という英語を和訳したものでしょう？,スカイスクレイパー,444444444
アメリカの歴代大統領で、過去に離婚歴がある2人とは、第40代のロナルド・レーガンと第45代の誰でしょう？,ドナルド・トランプ,444444444
1976年のモントリオールオリンピックにクレー射撃の日本代表として出場した経歴がある、日本の元内閣総理大臣は誰でしょう？,麻生太郎,6666
アジアの国・中国の標準時間帯はいくつあるでしょう？,1つ,03
世界最多となる11の標準時を持つ国はどこでしょう？,ロシア連邦,44466
スイスで唯一ロマンシュ語を公用語としている、世界経済フォーラムが行われるダボスや、2度の冬季オリンピックが行われたサンモリッツなどの都市がある州は何州でしょう？,グラウビュンデン州,444444446
日本の洋式灯台では観音崎灯台に次いで2番目に古い、1870年1月に初点灯した千葉県の房総半島最南端に立つ灯台は何灯台でしょう？,野島崎灯台,66666
2017年にセヌリ党から現在の党名に改称された、韓国の朴槿恵政権の与党であった保守系政党の名前は何でしょう？,自由韓国党,66666
ある集団内の誰かの満足度を犠牲にしなければ他の誰かの満足度を高めることができない状態を、これを提唱したイタリアの経済学者の名前を取って何最適というでしょう？,パレート最適,444466
ゲーム理論の「囚人のジレンマ」を考案したカナダの数学者は誰でしょう？,アルバート・タッカー,4444444444
クロアチアのダルマチア南部に位置し、オレンジ色の屋根が連なる美しい町並みを持つ旧市街が「アドリア海の真珠」と呼ばれていることで知られる都市はどこでしょう？,ドゥブロヴニク,4444444
スロバキアの首都はブラチスラバですが、スロベニアの首都はどこでしょう？,リュブリャナ,444444
青森県と茨城県が県の魚にしている魚は何でしょう？,ヒラメ,444
愛知県と熊本県が「県の魚」に指定しているのは何でしょう？,クルマエビ,44444
アメリカ・ホワイトハウスの2階に1952年に新設されたバルコニーを、ある元大統領の名前にちなんで何バルコニーというでしょう？,トルーマン・バルコニー,44444444444
日本の都道府県で、「瀬戸市」があるのは愛知県ですが、「瀬戸内市」があるのはどこでしょう？,岡山県,666
木彫り熊やバター飴の発祥地であり、俳優・伊吹吾郎の出身地である、日本の市町村で唯一太平洋と日本海の両方に面している北海道の町はどこでしょう？,八雲町,666
アメリカで開発された輸送ヘリコプター「CH-47」の名前にもなっている、ロッキー山脈東側に吹く高温で乾燥した風を何というでしょう？,チヌーク,4444
晴れた日に吹く「キアーラ」と雨の日に吹く「スクーラ」の2種類がある、アドリア海北東部沿岸に吹く、寒冷で乾燥した風を何というでしょう？,ボラ,44
フランスの対空ミサイルの名前にもなっている、アルプス山脈から地中海に向かって吹く寒冷で乾燥した風を何というでしょう？,ミストラル,44444
その名はアイヌ語で「池から流れている川」という意味がある、出身者に元横綱の大乃国がいることや、ゲートボールの発祥地として知られる北海道の町は何町でしょう？,芽室町,666
アイヌ語で「滝の川」という意味がある北海道の町で、主な出身者に元横綱の北の湖がいることや、雪合戦発祥地として有名なのはどこでしょう？,壮瞥町,666
琵琶湖やバイカル湖などのように、地殻の断層運動によってできた湖を何というでしょう？,構造湖,666
かつて旧日本軍の毒ガス製造工場があり、現在は野生化したウサギが数百羽暮らす「ウサギの島」として海外からも観光客を集める広島県竹原市に属する島はどこでしょう？,大久野島,6666
江草斧太郎が創業した、『ポケット六法』や『六法全書』の出版で知られる出版社は何でしょう？,有斐閣,666
日本の銀行で、北日本銀行の本店は岩手県にありますが、南日本銀行の本店はどこの都道府県にあるでしょう？,鹿児島県,6666
日本のテレビ局で、南日本放送の本社は鹿児島県にありますが、北日本放送の本社はどこの都道府県にあるでしょう？,富山県,666
日本のテレビ局で、北日本放送の本社は富山県にありますが、南日本放送の本社はどこの都道府県にあるでしょう？,鹿児島県,6666
日本のテレビ局で、西日本放送の本社は香川県にありますが、東日本放送の本社はどこの都道府県にあるでしょう？,宮城県,666
日本のテレビ局で、東日本放送の本社は宮城県にありますが、西日本放送の本社はどこの都道府県にあるでしょう？,香川県,666
アイルランドの建築家ジェームズ・ホーバンによって設計された、ワシントンD.C.ペンシルベニア大通り1600にあるアメリカ大統領官邸を何というでしょう？,ホワイトハウス,4444444
英語では「ブルーハウス」と呼ばれる、韓国の大統領官邸を日本語では何というでしょう？,青瓦台,666
元々は証券を挟む紙挟みや書類入れを意味しており、転じて金融用語では投資家が保有する金融資産の一覧表や組み合わせを指すようになった言葉は何でしょう？,ポートフォリオ,4444444
現在のニュージーランド5ドル紙幣の肖像に採用されている、テンジン・ノルゲイとともに人類初のエベレスト登頂に成功したニュージーランドの登山家は誰でしょう？,エドモンド・ヒラリー,4444444444
西インド諸島を大きく3つに分けると、大アンティル諸島、小アンティル諸島とあと1つは何諸島でしょう？,バハマ諸島,44466
ドミニカ国の首都はロゾーですが、ドミニカ共和国の首都はどこでしょう？,サント・ドミンゴ,44444444
コンゴ共和国の首都はブラザビルですが、コンゴ民主共和国の首都はどこでしょう？,キンシャサ,44444
東側3分の2をドミニカ共和国、西側3分の1をハイチが統治している、カリブ海に浮かぶ島は何でしょう？,イスパニョーラ島,44444446
別名を「カリマンタン島」という、グリーンランド・ニューギニア島に次いで世界で3番目に大きい、インドネシア・マレーシア・ブルネイが領土としている島は何でしょう？,ボルネオ島,44446
難易度順の赤・青・黄・白の種類や、目的別の黒・緑・紫などの種類がある、数研出版が出版している学習参考書シリーズは何でしょう？,チャート式,44446
1960年に第一次池田勇人内閣の厚生大臣として入閣し、日本初の女性大臣となった政治家は誰でしょう？,中山マサ,6644
政府が国債を発行した結果、金利が上昇して民間の経済活動を圧迫させるという経済効果のことを、「押し出す」を意味する英語を使って何というでしょう？,クラウディングアウト,4444444444
日本の都道府県で、人口が鳥取県・島根県に次いで3番目に少ないのは何県でしょう？,高知県,666
淡路島にある3つの市とは、淡路市、南あわじ市とあと1つはどこでしょう？,洲本市,666
